ten_quan,diem_trung_binh,dia_chi,gio_mo_cua,gia_ca,lat,lon,url_anh,diem_Không gian,diem_Vị trí,diem_Chất lượng,diem_Phục vụ,diem_Giá cả,thuc_don,url_goc
"Merozz Kitchen - Chân Gà, Gà Xốt & Mì Trộn - Phú Nhuận",_._,"102A Nguyễn Đình Chiểu, P. 3, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  08:00 - 22:00,Đang cập nhật,10.8042393000000,106.6820506000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-m2ai0m59kqlu1b,--,--,--,--,--,Hotline/Zalo Hỗ Trợ: 0703208844 (1đ) | Mì Trộn Phômaiz Tuyệt Chiêu (72.000đ) | COMBO Mì Trộn Phômaiz (125.000đ) | ❤️COMBO NO NÊ 5 MÓN + 1 NƯỚC (189.000đ) | ❤️COMBO 2 MÌ + 2 NƯỚC (199.000đ) | ❤️COMBO SIÊU PHÔMAIZ + 2 NƯỚC (199.000đ) | COMBO Mì Trộn Gà Za Zòn + Nước (108.000đ) | COMBO Gà Tok Chọn Vị + Nước (105.000đ) | COMBO Pasta Gà Za Zòn + Nước (108.000đ) | COMBO Tok Ziên Chiên + Nước (105.000đ) | Gà Za Tok Chọn Sốt (69.000đ) | |MỚI| Gà Sốt Đút Lò Phủ Phômaiz Kéo Sợi (79.000đ) | Za Gà Tok Chọn Sốt (69.000đ),https://www.foody.vn/ho-chi-minh/merozz-kitchen-chan-ga-ga-xot-mi-tron-phu-nhuan
Nát Cafe - Tô Hiến Thành,_._,"339/3B Tô Hiến Thành, P. 13, Quận 10, TP. HCM",Chưa mở cửa  09:00 - 22:30,22.000đ - 45.000đ,10.7767631387606,106.6651798983810,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9r20xjk923a4,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/nat-cafe-to-hien-thanh
Rất Quảng Quán 1,_._,"Đối Diện 6/1C Nguyễn Thị Búp, Khu Phố 4, P. Hiệp Thành, Quận 12, TP. HCM",Chưa mở cửa  06:00 - 12:30 | 16:00 - 20:30,13.000đ - 55.000đ,10.8707020000000,106.6365084000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgqa8j7ohjv65,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/rat-quang-quan-1
96 - Quán Bia Bùi Viện,2.1,"96 Bùi Viện, Quận 1, TP. HCM",Đang mở cửa  15:00 - 02:00,20.000đ - 80.000đ,10.7670270000000,106.6928020000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbixd7uhot7ee,2.8,2.5,2.2,1.6,1.4,,https://www.foody.vn/ho-chi-minh/96-quan-bia-bui-vien
Bánh Tráng Cô Trân - Bánh Tráng Mỡ Hành & Tóp Mỡ Ớt Rim - Quận 12,_._,"120/3 Tổ 32, KP 2, P. Tân Chánh Hiệp, Quận 12, TP. HCM",Chưa mở cửa  16:00 - 22:00,Đang cập nhật,10.8618573000000,106.6225600000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-mard66zjgiipd8,--,--,--,--,--,Sứa Cà Mắm Nhĩ Size Nhỏ (68.000đ) | Chân Sứa Mắm Nhĩ Size Nhỏ (84.000đ) | COMBO 3 (Sứa Cà Mắm Nhĩ M + Chân Sứa Mắm Nhĩ M) (206.350đ) | Sứa Cà Mắm Nhĩ Size Trung (96.700đ) | Chân Sứa Mắm Nhĩ Size Nhỏ (84.000đ) | Chân Sứa Mắm Nhĩ Size Trung (112.400đ) | Sứa Cà Mắm Nhĩ Size Lớn (162.000đ) | Sứa Cà Mắm Nhĩ Size Nhỏ (68.000đ) | Chân Sứa Mắm Nhĩ Size Lớn (192.000đ),https://www.foody.vn/ho-chi-minh/banh-trang-co-tran-banh-trang-mo-hanh-top-mo-ot-rim-quan-12
Banana Leaf Thao Dien - District 2 Indian Cuisine,_._,"29 Nguyễn Đăng Giai, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  07:00 - 22:00,Đang cập nhật,10.8021567000000,106.7360372000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvdbof85rx5c3,--,--,--,--,--,Mutton Dum Biryani (225.000đ) | Chicken Biryani (200.000đ) | Egg  Biryani (120.000đ) | Veg Biryani (110.000đ) | Mushroom Biryani (120.000đ) | Mutton Biryani (250.000đ) | Prawn Biryani (215.000đ) | Plain Biryani (95.000đ) | Paneer Biryani (145.000đ) | Chicken Fried Rice (Indian Style) (130.000đ) | Sambar Rice (95.000đ) | Rice (25.000đ) | Egg Fried Rice (Indian Style) (110.000đ) | Chicken Fried Rice (Chinese Style) (120.000đ) | Curd Rice (95.000đ) | Nasing Goreng Pattaya (135.000đ),https://www.foody.vn/ho-chi-minh/banana-leaf-thao-dien-district-2-indian-cuisine
Gogi House - Nướng Hàn Quốc - Nguyễn Huệ,8.7,"99 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Chưa mở cửa  10:00 - 22:00,65.000đ - 315.000đ,10.7734420000000,106.7038930000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu9b1p0zd091e,8.8,8.7,8.7,8.6,8.6,Combo Cơm Trộn Hàn Quốc (106.920đ) | Combo Cơm Trộn Hàn Quốc Sốt Gogi (106.920đ) | Combo Cơm Ba Chỉ Heo Sốt Obathan (106.920đ) | Combo Cơm Ba Chỉ Bò Mỹ (106.920đ) | Combo Cơm Nạc Vai Heo Sốt Obathan (106.920đ) | Combo Cơm Gầu Bò Sốt Mật Ong (106.920đ) | Combo Kimbap Hàn Quốc (106.920đ) | Canh Kim Chi (106.920đ) | Canh Thịt Bò Bulgogi (106.920đ) | Súp Tương Đậu (106.920đ) | Canh Rong Biển (106.920đ) | Mì Lạnh Trộn Cay (96.120đ) | Miến Trộn Hàn Quốc (106.920đ),https://www.foody.vn/ho-chi-minh/gogi-house-nuong-han-quoc-nguyen-hue
Waitea - Tô Hiến Thành,7.6,"200 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",Chưa mở cửa  08:00 - 22:00,20.000đ - 50.000đ,10.7798010000000,106.6679310000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8kfsq97ahn50,7.9,7.8,7.8,7.7,7.0,Hồng trà baileys (56.000đ) | Coffee rose tea (56.000đ) | Choco-mint (56.000đ) | Pepper mint (56.000đ) | Lục trà baileys (56.000đ) | Trà đào đá xay (42.000đ) | Chocolate đá xay (38.000đ) | Matcha đá xay (42.000đ) | Coffee đá xay (38.000đ) | Soda nho (35.000đ) | Soda đào (35.000đ) | Soda cam (35.000đ) | Soda chanh dây (35.000đ) | Soda chanh (35.000đ) | Nước ép cam (32.000đ),https://www.foody.vn/ho-chi-minh/waitea
CHÁO CÔ NGỌC - Quận 12,_._,"6/4A Tân Chánh Hiệp 36, P. Tân CháNh HiệP, Quận 12, TP. HCM",Chưa mở cửa  09:00 - 21:00,Đang cập nhật,10.8563766000000,106.6238426000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m4spz9jxt7nn0f,--,--,--,--,--,GỎI SỨA (45.000đ) | CHÁO HÀU (47.000đ) | CHÁO HẢI SẢN (65.000đ) | CHÁO  TÔM (47.000đ) | CHÁO CÁ HỒI (47.000đ) | CHÁO ÓC HEO TRỨNG BẮC THẢO (47.000đ) | CHÁO  MỰC (47.000đ) | CHÁO ÓC HEO TRỨNG GÀ TA (47.000đ),https://www.foody.vn/ho-chi-minh/chao-co-ngoc-quan-12
Gà Rán & Burger McDonald's Nguyen Hue,7.4,"123 - 125 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Đang mở cửa  00:01 - 23:59,25.000đ - 80.000đ,10.7742000000000,106.7031060000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mhip55954zya48,8.1,7.6,7.4,7.1,6.9,Phô Mai Nhúng (29.000đ) | Combo Giáng Sinh A (219.000đ) | Combo Giáng Sinh B (309.000đ) | 6 Miếng Gà Viên (59.000đ) | Khoai Tây Chiên 23k (23.000đ) | Mua 2 Tặng 2 Gà Rán 129k (1969) (129.000đ) | Combo Đồng Giá 40k - Gà Rán (1608) (40.000đ) | Combo Đồng Giá 40k - Burger Thịt Bò Nướng (1605) (40.000đ) | Combo Đồng Giá 40k - Burger Thịt Nướng (1606) (40.000đ) | Combo 99K - Burger Bò Phô Mai (1516) (99.000đ) | Combo Thèm Gà 169k (7587) (169.000đ) | Combo 4 Món 99k (99.000đ),https://www.foody.vn/ho-chi-minh/ga-ran-burger-mcdonald-s-nguyen-hue
24 Coffee - Bàu Cát 8,_._,"2 Bàu Cát 8, P. 14, Quận Tân Bình, TP. HCM",Chưa mở cửa  06:00 - 22:00,14.000đ - 35.000đ,10.7878180000000,106.6414360000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw908xbmnysb07,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/24-coffee-bau-cat-8
Mì Cay Chinno Quận 4 - Đường 41,_._,"39 Đường 41, P. 6, Quận 4, TP. HCM",Chưa mở cửa  08:30 - 22:40,Đang cập nhật,10.7587140000000,106.7007630000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lx7qdyhlomor9a,--,--,--,--,--,MÌ KIM CHI BÒ MỸ (69.000đ) | MÌ KIM CHI HẢI SẢN (69.000đ) | Mì Kim Chi Thập Cẩm Đặc Biệt (81.000đ) | Mì kim chi Gogi (61.000đ) | MÌ KIM CHI BẠCH TUỘC (61.000đ) | MÌ KIM CHI BÒ ÚC (69.000đ) | Mì kim chi gà (61.000đ) | MÌ LẨU THÁI BÒ MỸ (69.000đ) | Mì Lẩu Thái Thập Cẩm Đặc biệt (81.000đ) | MÌ LẨU THÁI HẢI SẢN (69.000đ) | MÌ LẨU THÁI BẠCH TUỘC (61.000đ) | Mì lẩu thái Gogi (61.000đ) | MÌ LẨU THÁI BÒ ÚC (69.000đ) | MÌ LẨU THÁI CÁ (61.000đ) | Mì lẩu thái gà (61.000đ),https://www.foody.vn/ho-chi-minh/mi-cay-chinno-quan-4-duong-41
Bánh Xèo Nhật - Lê Thánh Tôn,7.4,"15B/11 Lê Thánh Tôn, Quận 1, TP. HCM",Chưa mở cửa  07:00 - 21:00,20.000đ - 25.000đ,10.7796760000000,106.7055420000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcdig1pv3yx3f,8.2,7.9,7.1,6.8,6.7,,https://www.foody.vn/ho-chi-minh/banh-xeo-nhat-le-thanh-ton
Ola Tacos Quận 7,_._,"50 Đường Số 10, P. Tân Hưng, Quận 7, TP. HCM",Chưa mở cửa  06:00 - 22:00,Đang cập nhật,10.7453789000000,106.7100906000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-mdcsb0c0x3n109,--,--,--,--,--,Bánh khoai mỡ Truyền Thống-Không nhân (35.000đ) | Bánh khoai mỡ nhân phô mai (45.000đ) | Bánh khoai mỡ truyền thống không nhân (35.000đ) | Bánh khoai mỡ mix 3 nhân sầu riêng PM trứng muối (45.000đ) | Bánh khoai mỡ Mix 3 nhân sầu riêng PM trứng muối (45.000đ) | Bánh khoai mỡ Nhân trứng muối (45.000đ) | Bánh khoai mỡ nhân Sầu riêng (45.000đ) | Bánh khoai mỡ nhân phô mai (45.000đ) | Bánh khoai mỡ nhân trứng muối (45.000đ) | Bánh khoai mỡ nhân sầu riêng (45.000đ) | Khoai tây chiên lắc PM (30.000đ) | Khoai tây chiên lắc xí muội (30.000đ) | Khoai tây chiên (25.000đ) | Hamburger Gà (42.000đ) | Hamburger Bò (42.000đ) | Bánh tacos đặc biệt nhỏ ( bụng đói) (55.000đ),https://www.foody.vn/ho-chi-minh/ola-tacos-quan-7
Trà sữa Cnine - Trà sữa - Nguyễn Trãi - Quận 5,8.1,"778 Nguyễn Trãi, P. 11, Quận 5, TP. HCM",Chưa mở cửa  09:00 - 22:00,10.000đ - 40.000đ,10.7531441000000,106.6591584000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8iben1nwt583,8.5,8.0,8.0,8.0,8.0,Trà đào cam sả (38.000đ) | Trà đào (35.000đ) | Trà hoa đậu biếc hạt chia (38.000đ) | Trà vải (40.000đ) | Lục trà hoa hồng (38.000đ) | Hồng trà  đào (35.000đ) | Trà dâu (35.000đ) | Trà hoa atiso hạt chia (38.000đ) | Lục  trà  xoài (35.000đ) | Lục  trà đào (35.000đ) | Lục trà chanh dây (35.000đ) | Hồng trà bạc hà (35.000đ) | Lục trà việt quất (35.000đ) | Trà xoài (35.000đ) | Trà sữa khoai môn trân châu (35.000đ) | Trà sữa truyền thống hạt cà phê (30.000đ) | Trà sữa trân châu trắng (30.000đ),https://www.foody.vn/ho-chi-minh/tra-sua-cnine-tra-sua-nguyen-trai-quan-5
Cafe Góc Phố - Nguyễn Gia Trí,_._,"69/1D Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  06:00 - 22:00,15.000đ - 30.000đ,10.8025200000000,106.7154630000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfzpz5j1zobb3,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/cafe-goc-pho-duong-d2
Coffee & Coffee - Tô Hiến Thành,_._,"266/46 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",Chưa mở cửa  06:00 - 19:00,12.000đ - 20.000đ,10.7781260000000,106.6657180000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbngciqekm3d1,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/coffee-coffee-to-hien-thanh
Wish Coffee - Sư Vạn Hạnh,_._,"525/11C Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",Chưa mở cửa  06:00 - 22:00,Đang cập nhật,10.7740470000000,106.6675290000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mee6sq19e5fl7c,--,--,--,--,--,0963401270 (1đ) | Bingsu Matcha Oreo (78.000đ) | Bing su Sầu riêng (88.000đ) | Bingsu Original (78.000đ) | Matcha latte và Trà trái cây (88.000đ) | Bánh Croissant+Matcha latte(Combo) (88.000đ) | Bánh Croissant+Trà trái cây(Combo) (76.000đ) | Bánh Croissant-Cà phê sữa(Combo) (66.000đ) | Bánh Croissant+Trà Hibiscus Mãng cầu(Combo) (76.000đ) | Sandwich bơ đậu phộng (25.000đ) | Sandwich chocolate (25.000đ) | Bánh Croissant macchiato (38.000đ) | Bánh Croffle Macchiato (38.000đ) | Matcha Latte (50.000đ),https://www.foody.vn/ho-chi-minh/wish-coffee-su-van-hanh
Bánh Mì Ban Mê - CN Quận 1,5.0,"7bis Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",Chưa mở cửa  07:00 - 22:00,Đang cập nhật,10.7888843000000,106.7032657000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-luuo8xefalgla6,5.0,5.0,5.0,5.0,5.0,Bánh Mì Nem Nướng (30.000đ) | Bánh Mì Truyền Thống 6 Loại Topping (34.000đ) | Bánh Mì Trứng Cút chiên (23.000đ) | Bánh Mì Trứng Non Lòng Đào (30.000đ) | Ổ thơm ngon nhân nhiều (36.000đ) | Ổ thơm ngon nhân vừa (32.000đ) | Bánh mì chim cút Đặc biệt (45.000đ) | Thịt cút thêm (20.000đ) | 2 cút ốp la (10.000đ) | Da gà chiên giòn (12.000đ) | Nước sâm thảo mộc (20.000đ) | Nước nha đam mủ trôm (20.000đ) | Nước mủ trôm hạt chia (20.000đ) | Nước Mơ Ngâm (18.000đ),https://www.foody.vn/ho-chi-minh/banh-mi-ban-me-cn-quan-1
248 Trường Sa Quán,7.6,"248 Trường Sa, P. 3, Quận Bình Thạnh, TP. HCM",Đang mở cửa  00:01 - 03:00 | 10:00 - 23:59,50.000đ - 350.000đ,10.7953750000000,106.6948330000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu4wngbitg99d,7.9,7.6,7.5,7.4,7.4,Sting (18.000đ) | Olong Xanh (18.000đ) | Pepsi (18.000đ) | 7UP (18.000đ) | Trứng non cháy tỏi (120.000đ) | Muống Đủa Chén Nhựa (5.000đ) | Chân gà chiên nước mắm (100.000đ) | Bò Tơ Củ Chi Cuốn Rau Rừng (220.000đ) | Gà ta hấp hành (160.000đ) | Lẩu gà ta nấu lá giang (280.000đ) | Rắn hầm sã (300.000đ) | Rắn xào sã ớt (180.000đ) | Bắp Bò Cuốn Rau Rừng (220.000đ) | Gà ta bóp rau răm (160.000đ) | Lẩu gà ta tiềm ớt hiểm (250.000đ) | Lòng gà trứng non trộn rau càng cua (120.000đ) | Bò Tơ Củ Chi Lúc Lắc (140.000đ),https://www.foody.vn/ho-chi-minh/248-truong-sa-quan
Ốc Nuột - Các Món Ngon Từ Ốc Tại Quận 1,5.0,"18B/17 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",Chưa mở cửa  14:30 - 21:00,Đang cập nhật,10.7866609000000,106.6995090000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lzd8wy5z7yqpd7,5.0,5.0,5.0,5.0,5.0,Set no nê đánh lẻ (159.000đ) | Set cả làng hội tụ (339.000đ) | Ốc luộc mắm gừng (399.000đ) | Ốc nhỏ luộc (64.000đ) | Ốc bươu luộc (74.000đ) | Nghêu hấp sả (64.000đ) | Ốc hương luộc (104.000đ) | Ốc cà na luộc (84.000đ) | Nghêu hấp chua ngọt (74.000đ) | ốc mỡ luộc (104.000đ) | sò dẹo hấp sả (74.000đ) | sò dẹo hấp chua ngọt (84.000đ) | Ốc om chuối đậu (94.000đ) | Mì xào ốc (108.000đ) | Móng tay xào me (98.000đ),https://www.foody.vn/ho-chi-minh/oc-nuot-cac-mon-ngon-tu-oc-tai-quan-1
Bánh Bèo - Phan Xích Long,7.3,"293/12 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  09:00 - 21:00,15.000đ - 25.000đ,10.7975020000000,106.6915640000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg98oan7x0bfc,7.5,7.5,7.5,7.0,7.0,,https://www.foody.vn/ho-chi-minh/banh-beo-phan-xich-long
BreadTalk - Aeon Mall Bình Tân,6.4,"Tầng Trệt,  Tầng Trệt, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",Chưa mở cửa  08:00 - 22:00,13.000đ - 300.000đ,10.7425600000000,106.6114270000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstxjojqjzk431,6.9,6.6,6.4,6.2,5.8,Cup Rainbow Bliss (59.000đ) | Cup Les Opera (59.000đ) | Cup Tiramisu (59.000đ) | Cup Oreo Chocolate Cheese (59.000đ) | Cup Hazelnut (59.000đ) | Cup Mango Tango (59.000đ) | Cup Strawberry Yoghurt Mousse (59.000đ) | Cup Blueberry (59.000đ) | Cup Lychee (59.000đ) | Cup Passion Cheeese (59.000đ) | Cup Matcha Yuzu (59.000đ) | Cup Chantilly (59.000đ) | Cup Dark Forest (59.000đ) | Chocolate Rainbow Donut (33.000đ) | Big Eye (37.000đ) | Smart Aleck (29.000đ) | Cheese Sausage (35.000đ),https://www.foody.vn/ho-chi-minh/bread-talk-aeon-mall-binh-tan
Milano Coffee - Nguyễn Gia Trí,_._,"69/2/10 Nguyễn Gia Trí, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  07:00 - 21:00,20.000đ - 30.000đ,10.8036510000000,106.7154140000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe1xeipnd219a,--,--,--,--,--,Soda dâu (25.000đ),https://www.foody.vn/ho-chi-minh/milano-coffee-nguyen-gia-tri
Cháo Ếch Singapore - Lê Thánh Tôn,_._,"62 Lê Thánh Tôn, Quận 1, TP. HCM",Chưa mở cửa  06:00 - 17:00,75.000đ - 75.000đ,10.7787967938943,106.7028658837080,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgxz4wo67dla1,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/chao-ech-singapore-le-thanh-ton
HADA COFFEE - Trà Chanh Giã Tay - Quận 5,6.6,"Hẻm 825/9 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",Chưa mở cửa  07:00 - 22:00,Đang cập nhật,10.7551044000000,106.6803031000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvbm3euhj2c05,7.5,7.0,7.0,6.5,5.0,Trà Chanh Giã Tay (30.000đ) | Trà Chanh Đào Giã Tay (35.000đ) | Trà Chanh Vải Giã Tay (35.000đ) | Trà Chanh Thái Xanh Giã Tay (30.000đ) | Trà Tắc Thái Xanh (26.000đ) | Trà Sữa Thái Đỏ (30.000đ) | Trà Sữa Thái Xanh (30.000đ) | Trà Tắc Thái Đỏ (26.000đ) | Sữa Chua Thái Đỏ (35.000đ) | Sữa Chua Thái Xanh (35.000đ) | Bánh Que Kem Trứng (18.000đ) | Bánh Que Kem Mặn (18.000đ) | Bánh Que Kem Dừa (18.000đ) | Cà Phê Kem Muối (26.000đ) | Cà Phê Sữa Đá (18.000đ),https://www.foody.vn/ho-chi-minh/hada-coffee-tra-chanh-gia-tay-quan-5
Texas Chicken - Phan Xích Long,7.1,"274 - 276 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  07:00 - 22:00,50.000đ - 220.000đ,10.7980360000000,106.6889070000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstrqn8fdcqse1,7.4,7.2,7.1,7.0,6.7,Combo Ngon Bật Mood (179.000đ) | Set 02 Bánh Quy Sốt Bơ Tỏi & Thảo Mộc (29.000đ) | 01 Burger Gà Sốt Bơ Tỏi & Thảo Mộc (59.000đ) | Set 05 Miếng Gà Không Xương Sốt Bơ Tỏi & Thảo Mộc (99.000đ) | Combo Ghiền Bơ Tỏi & Thảo Mộc (209.000đ) | Măm Deal –  5 Món Ngon Đỉnh (177.000đ) | Deal To - No Một Bữa (232.000đ) | TEX DEAL COMBO A (99.000đ) | TEX DEAL COMBO B (99.000đ) | Set 2 gói tương ớt (3.000đ) | Set 2 gói tương cà (3.000đ) | Set 4 gói tương ớt (6.000đ) | Set 4 gói tương cà (6.000đ),https://www.foody.vn/ho-chi-minh/texas-chicken-phan-xich-long
Unknown,,,,,,,/style/images/foody-thumbnail-640x640.png,,https://www.foody.vn/ho-chi-minh/khuyen-mai
Cháo Ếch Singapore Geylang SD88 - Quận 6,_._,"D40 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",Đang mở cửa  00:01 - 02:00 | 10:00 - 13:30 | 16:00 - 23:59,Đang cập nhật,10.7526600000000,106.6286253000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvdgkbsqtok5c,--,--,--,--,--,"Ếch ú nu 2 con + 1 cháo nóng hổi (129.000đ) | Ếch ú nu 1 con + 1 cháo nóng hổi (85.500đ) | Ếch ú nu 3 con + 1 cháo nóng hổi (185.000đ) | Sale Ếch nhỏ 1 con Kho Mala cay tê (59.000đ) | Sale 2 ếch nhỏ cay tê (85.000đ) | 1 Ếch cỡ Vừa kho Mala Cay tê (65.000đ) | Hỗ trợ khách hàng (1đ) | Cơm lá dứa+ 1 Ếch (44.650đ) | Cơm Lá Dứa+ Ếch 2 con (74.650đ) | Cơm Lá dứa + 1,5 ếch (65.650đ) | Cháo ếch phần 2 con (89.250đ) | Cháo Ếch 1 Con (56.250đ) | Cháo Ếch phần 1,5 Con (65.650đ)",https://www.foody.vn/ho-chi-minh/chao-ech-singapore-geylang-sd88-quan-6
Quán Cafe - Nguyễn Tri Phương,_._,"50 Nguyễn Tri Phương, P. 6, Quận 5, TP. HCM",Chưa mở cửa  06:00 - 22:00,12.000đ - 25.000đ,10.7520436130456,106.6695689409971,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw97i3vl5z2zbd,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/quan-cafe-nguyen-tri-phuong
3F Coffee - Nguyễn Gia Trí,_._,"125 Nguyễn Gia Trí ( Đường D2 ), P. 25, Quận Bình Thạnh, TP. HCM",Chưa mở cửa  07:00 - 17:00,10.000đ - 30.000đ,10.8045200000000,106.7158460000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdmc7h48nobef,--,--,--,--,--,Coffee sữa đá (16.000đ),https://www.foody.vn/ho-chi-minh/3f-coffee-nguyen-gia-tri
Quán Cơm Tám - Lê Thánh Tôn,_._,"15B/22 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",Chưa mở cửa  07:00 - 13:00,30.000đ - 60.000đ,10.7804750000000,106.7049650000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdmeyt2vo4bc1,--,--,--,--,--,Bò kho bánh mì (45.000đ) | Cơm sườn bì trứng (45.000đ) | Bò xào các loại (45.000đ) | Bún xào bò (45.000đ) | Nước ép thơm (30.000đ) | Nước ép cam (30.000đ) | Sting (19.000đ) | 7up (17.000đ) | Coca (17.000đ) | Trà olong (17.000đ) | Nước suối (15.000đ) | Bia Heineken (30.000đ) | Big Tiger (25.000đ) | Nước ép dưa hấu (30.000đ) | Nước ép cà rốt (30.000đ) | Trứng chiên thêm (20.000đ),https://www.foody.vn/ho-chi-minh/quan-com-tam-le-thanh-ton
KATINAT - Thảo Điền,_._,"31 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  07:00 - 22:20,30.000đ - 100.000đ,10.8046303000000,106.7369955000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mh1kwytm0owa5c,--,--,--,--,--,CÓC CÓC ĐÁC ĐÁC (48.000đ) | Thanh Hương Camellia (Size L) (45.000đ) | Iki Matcha Tàu Hủ (69.000đ) | Iki Matcha Latte (59.000đ) | Trà Oolong Nướng Sữa (SPF) (42.000đ) | Bơ Già Dừa Non (size L) (69.000đ) | Thanh Hương Camellia (50.000đ) | Trà Sữa Chôm Chôm (59.000đ) | Bơ Già Dừa Non (size S) (55.000đ) | CÓC CÓC ĐÁC ĐÁC (48.000đ) | Mê Dừa Non (49.000đ) | Mê Xỉu (lạnh) (39.000đ) | Mê Sữa Đá (39.000đ),https://www.foody.vn/ho-chi-minh/katinat-thao-dien
Office Coffee - Đường D2,8.0,"Đường D2, P. Hiệp Phú, Quận 9, TP. HCM",Chưa mở cửa  06:00 - 22:00,15.000đ - 35.000đ,10.8534710000000,106.7877710000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi6iybkgiqh48,9.0,8.0,8.0,8.0,7.0,,https://www.foody.vn/ho-chi-minh/office-coffee-duong-d2
